id,address,brokers,city,country,county,dateAdded,dateUpdated,descriptions,domains,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,latitude,legalDescription,longitude,lotSizeValue,lotSizeUnit,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mlsNumber,numBathroom,numBedroom,numFloor,parking,people,postalCode,prices,propertyType,province,sourceURLs,statuses,yearBuilt
af0f2780-952f-44bd-aaad-2870a1b87685,"355 Williams Port, Lake Jessica, VA 13897","Adams, Walters and Castillo",Phoenix,IN,Cook County,2023-05-01,2020-10-16,Stock least matter take into.,johnson.com,2523.28,sq ft,"-65.545257, 35.381482",https://placekitten.com/779/257,7.140503,Ok not indeed find enter.,151.012266,2297.92,sq ft,"Taylor, Silva and Scott",Myers-Wilson,2023-10-19,97473.76,95053.46,720319.78,2022-03-06,2025-05-13,Off Market,2024-01-12,2021-06-17,6,7,1,9,None,Mario Garner,19966,591040.52,Commercial,QLD,https://www.soto.com/,Sold,1912
dd9ec906-b7f2-4c03-91e1-ca2c54405459,"3305 Steven Roads Apt. 363, Port Troy, CT 56948",Gregory Group,San Francisco,AU,Maricopa County,2021-05-12,2025-04-19,Town baby community option during.,smith-frye.com,1208.99,sq ft,"85.160479, 104.890834",https://dummyimage.com/347x495,39.461232,Thousand each church dream.,-68.074309,3143.86,sq ft,"Hubbard, Young and Johnson",Wall-Yoder,2022-04-26,52317.2,921109.39,401392.87,2022-01-28,2021-10-09,Sold,2023-07-02,2023-12-11,3,1,9,3,Garage,Jennifer Davis,72382,479624.71,Land,CA,https://davis-phelps.com/,Sold,1971
de9f45c4-0f6f-49c0-992f-3e787d615b36,"6996 Horne River, Jenniferchester, WY 30637",Evans-Mcmillan,Phoenix,UK,San Diego County,2024-07-24,2021-04-10,Black teacher concern.,frank-pruitt.org,4838.77,sq ft,"31.191116, 47.997234",https://placeimg.com/60/85/any,12.61832,Cut those economic born.,133.787038,5493.83,sq ft,Brown Ltd,Jones PLC,2024-11-26,648934.49,467758.03,311565.6,2023-12-11,2025-06-09,Sold,2025-05-31,2023-06-17,1,10,5,3,Street,Mr. Kevin Snyder,27862,364242.63,Apartment,TX,http://gates-hicks.info/,Off Market,1902
c9f7ad21-156e-433c-9f28-0a01f9a4ad58,"813 Steve Prairie, Knightville, IN 79682","Monroe, Powell and Bailey",Houston,CA,Maricopa County,2020-08-16,2023-10-01,Owner myself sign magazine our draw.,gray.com,651.06,sq ft,"63.517961, -3.161754",https://www.lorempixel.com/630/508,-52.43438,Evening score majority each another positive family.,-33.247211,6538.58,sq ft,"Brown, Terry and Ho","Bond, Adams and Choi",2024-06-05,676588.32,198047.52,276587.85,2021-05-31,2022-01-23,Sold,2023-02-19,2021-10-22,9,4,8,3,Street,Justin Golden,30843,611416.74,Townhouse,ON,https://www.johnson.info/,Sold,2005
89f6ff2f-4564-4c4f-b789-c266922e8692,"4079 Jennifer Crossing, North Jordan, NV 23675",Marshall-Huerta,Dallas,AU,Cook County,2023-05-30,2023-09-02,Professional when today whatever size positive.,ryan-daniels.com,738.92,sq ft,"33.115818, -177.314622",https://placeimg.com/805/219/any,-85.719187,Truth key language build international risk serve.,-19.23038,1051.65,sq ft,Nelson-Alvarado,"Brown, Gonzalez and Castro",2024-09-06,149769.47,56861.88,43067.23,2023-02-17,2023-03-15,Off Market,2020-09-16,2021-05-27,6,10,10,6,Carport,Daniel Sloan,92219,164811.25,Multi-Family,BY,https://www.ramirez.com/,For Sale,1910
10866b6b-576d-4248-9a76-0b47803f133a,"84785 Rodriguez Court, Michaelbury, DE 59035",Mccullough Inc,New York,AU,Maricopa County,2021-03-04,2025-07-12,Cover dog spring anything never.,brown-vasquez.org,368.13,sq ft,"-63.49145, -34.677638",https://www.lorempixel.com/890/776,-62.829096,Mr hospital range six.,-15.322625,855.89,sq ft,Waller and Sons,"Pratt, Roman and Walsh",2023-03-26,871691.65,899993.4,170036.11,2023-12-26,2023-02-27,Off Market,2022-02-03,2025-02-07,9,2,5,6,Driveway,Chad Curtis,74344,259622.77,Multi-Family,TX,http://www.welch.com/,Off Market,1940
b2b4f962-f772-4f49-887c-918d9c583bad,"7690 Gonzalez Lake, Annaview, SC 17823",Gonzales-Smith,Los Angeles,IN,Cook County,2021-07-10,2024-02-28,Board religious food owner.,everett.biz,648.95,sq ft,"-62.963745, 27.089422",https://placekitten.com/335/935,9.602769,Rule Mr participant exactly.,-31.361372,1939.46,sq ft,Haynes LLC,"Gray, Bailey and Bender",2023-12-08,525375.67,944351.13,39252.91,2020-11-12,2020-12-29,Sold,2025-03-20,2024-07-21,2,6,4,1,Street,Courtney Solis,19966,414286.51,Multi-Family,QLD,http://jackson.com/,Pending,2007
fa188016-a9d7-4e90-9682-c28d1b5d68fd,"4752 Mason Unions, Nelsontown, MA 54018",Bray PLC,Los Angeles,AU,Cook County,2024-06-17,2023-06-21,Center onto method every.,torres.org,5155.35,sq ft,"-30.546034, -72.756804",https://placeimg.com/319/202/any,-27.132589,Special challenge clear home election safe senior.,96.942902,7728.72,sq ft,Butler-Mercado,"Leach, Duncan and Pierce",2022-10-11,955183.79,163193.54,697387.61,2023-06-19,2024-06-26,For Sale,2022-01-29,2022-12-10,4,7,10,8,Driveway,Robert Turner,33561,127151.64,Multi-Family,BY,https://www.graham.com/,Pending,1906
203117e3-26fa-45e3-8564-11f7366dc653,"15680 Ford Skyway, Jessicaport, NV 94386",Webb-Thomas,Dallas,SG,Cook County,2024-02-01,2021-12-04,Who young degree put.,rhodes-villarreal.biz,7431.29,sq ft,"21.06664, 51.622221",https://placekitten.com/477/59,-30.348415,Should skill tree half leg month.,5.847156,1596.54,sq ft,Reynolds-Fisher,"Watson, Walker and Barnes",2021-01-01,277797.14,385459.3,689307.36,2022-07-01,2024-01-13,Sold,2022-08-27,2021-06-05,9,6,10,10,Street,Gregory Jones,84786,444415.52,Townhouse,BY,http://www.hernandez.org/,For Sale,1916
d8893928-e802-4be8-abd7-604bedc6106b,"6493 Larry Roads, Lake Travis, WV 48249",Phillips Group,New York,SG,Maricopa County,2023-10-18,2024-12-13,Seat head ten billion now mean.,gordon-robbins.org,9710.26,sq ft,"-84.235283, 174.331453",https://placekitten.com/171/198,56.282356,Current teacher stay paper design.,-38.356809,2750.17,sq ft,Moore Ltd,Sanchez and Sons,2020-12-30,932725.6,703683.62,342137.89,2021-08-02,2021-02-26,For Sale,2025-03-11,2025-03-04,9,7,4,1,Driveway,Hannah Sweeney,05519,552282.47,Condo,BC,http://scott.com/,Sold,1984
ad65899b-1c35-49a3-a6b1-b39b41899d05,"240 Adam Gateway Apt. 445, Heatherburgh, RI 17565",Rich-Ryan,Chicago,US,Cook County,2022-09-21,2021-12-18,Health people environmental body.,bell-peters.com,476.85,sq ft,"5.109756, 122.124649",https://placeimg.com/5/74/any,-56.941421,Improve build whatever.,7.692591,9388.07,sq ft,"Ray, Craig and Deleon",Smith PLC,2025-01-21,129449.06,667251.77,920734.64,2021-01-28,2025-05-14,Off Market,2022-02-11,2023-04-18,8,10,7,8,Garage,Jason Golden,55329,932594.06,Condo,TX,http://www.fletcher.com/,Off Market,1933
5a02aaf8-a912-4fb3-a689-19e135ebb23b,"6304 Harrison Extension Suite 688, Joshuachester, OK 92819",Bush-Wang,New York,JP,Harris County,2021-03-30,2021-12-13,Class guess describe hotel all beat.,webb-guzman.com,7068.67,sq ft,"-44.854131, -176.511952",https://placeimg.com/457/737/any,30.666862,Why very poor pressure put green boy find.,15.203833,3982.75,sq ft,"Morales, Stevens and Baldwin",Bray-Franklin,2023-04-15,166926.92,787381.72,422780.83,2023-10-26,2024-08-07,Sold,2024-06-17,2024-04-13,9,8,4,2,Garage,Robert Miller,31290,542793.88,Apartment,BY,https://www.washington.biz/,Sold,1914
30fb0960-d210-40d7-a8e4-55acc00fc356,"Unit 4737 Box 2689, DPO AE 65483",Sweeney-Armstrong,New York,CA,San Diego County,2024-11-15,2021-04-10,Put call memory reduce blood how enough.,alvarez.com,2558.81,sq ft,"85.372186, 63.003288",https://placekitten.com/826/915,-77.488554,General local decade.,-6.201405,9985.63,sq ft,"Johnson, Martinez and Skinner","Lawson, Miller and Flynn",2020-10-27,57125.69,84882.63,102667.05,2022-10-28,2022-04-01,For Sale,2022-08-12,2022-02-24,2,9,3,10,Carport,Justin Rivera,26552,535431.21,Townhouse,BC,https://www.garcia.org/,For Sale,1964
997111ba-6857-4e33-9f13-d1da2cba050b,"27518 Joel Port Suite 096, Bentontown, ID 90065","Adams, Sanchez and Walsh",San Francisco,DE,Maricopa County,2021-03-19,2025-03-04,Technology deal kid them partner.,warren-hendrix.net,7301.44,sq ft,"45.193527, -17.66727",https://dummyimage.com/285x571,86.320117,Else movement lose least hear.,65.656462,4489.69,sq ft,"Robinson, Mejia and Callahan",Griffin-Smith,2025-05-04,319674.43,622624.33,893873.69,2022-02-24,2022-01-16,Off Market,2020-08-03,2023-04-28,6,3,9,4,Carport,Erik Taylor,19966,260986.95,Commercial,QLD,http://hughes.biz/,Off Market,2002
ca4495ff-eb5b-4afc-a765-84602b479550,"455 Harvey Wall, Schneidertown, FL 07370",Thomas-Rodriguez,Los Angeles,UK,San Diego County,2022-08-14,2021-12-12,Edge type major wear.,gomez.net,3086.3,sq ft,"7.08791, 40.806006",https://placeimg.com/363/733/any,28.828697,Life enough score Mrs stand fall.,-121.714635,1049.42,sq ft,"Bowman, Bowman and Hatfield","Eaton, Miller and Christian",2023-10-20,729152.51,548697.52,377238.98,2021-01-30,2021-06-28,Off Market,2020-11-02,2024-10-14,10,8,9,5,Garage,Debra Weiss,58268,533242.96,Apartment,BC,https://caldwell.info/,For Sale,1928
71c6f2bc-2a44-45fd-a3a4-0c7eb5cf878f,"48195 Maxwell Lights Apt. 131, Edwardsfort, NJ 56692",Padilla LLC,Los Angeles,CA,Los Angeles County,2021-02-02,2023-03-21,Fill notice specific money tree.,barnes-bruce.biz,3850.44,sq ft,"84.953156, -90.703186",https://www.lorempixel.com/118/684,-49.309972,Year lose pattern oil.,-9.465099,4612.18,sq ft,"Rios, Murphy and Lewis",Cuevas and Sons,2024-03-11,221007.03,106888.69,436972.81,2022-07-02,2023-05-14,Sold,2023-06-12,2023-07-04,10,2,10,2,Carport,Corey Stark,86763,733104.77,Multi-Family,TX,http://curry.info/,Sold,2016
dffe2a3e-46dd-4f1a-a705-b63ccc925e78,"7306 Clayton Stravenue, Port Lisaton, NE 69900",Hampton PLC,Los Angeles,CA,San Diego County,2024-12-19,2025-03-20,Culture pass anything space discussion traditional.,ford.biz,4865.1,sq ft,"-63.06767, -61.521612",https://placeimg.com/978/957/any,-12.7634,Management understand impact fire relate kitchen.,-91.749914,2835.26,sq ft,Evans and Sons,Carter Group,2025-02-21,418052.29,471180.17,968946.49,2023-03-18,2022-04-19,Sold,2021-04-05,2022-10-12,10,9,6,8,Street,Helen Martin,86645,888758.19,Apartment,TX,https://sanchez.net/,For Sale,1937
43d2da7f-c298-4ca7-a2d0-b2bdc9ae8d0d,"384 Katrina Ridge Apt. 160, Karibury, VT 84148",Thompson-Collins,New York,US,San Diego County,2021-07-13,2022-02-25,Entire close space however play stand discover.,roberts.org,8193.97,sq ft,"61.741482, 25.608989",https://placeimg.com/135/763/any,-0.795561,Federal white hour develop real would.,-139.736313,869.45,sq ft,"Gray, Perez and Macias",Lewis-Sweeney,2023-10-13,55385.85,882510.36,826030.43,2024-05-29,2020-10-13,Pending,2021-03-04,2025-01-31,8,3,4,9,Garage,Lisa Davis,61176,280058.18,Commercial,TX,https://short.info/,Pending,1931
cf82846e-a60a-4dab-9a12-be2db72e96ea,"479 Kimberly Fork Suite 753, Donaldmouth, DC 59724","Garcia, Benson and Wells",Dallas,HK,San Diego County,2022-08-15,2022-05-10,Yeah create itself.,martinez-nelson.com,5444.88,sq ft,"11.082312, -179.179334",https://placeimg.com/335/400/any,-70.855065,Far gas movie stock officer policy.,-172.917157,5564.05,sq ft,Mcfarland Inc,Gomez PLC,2024-01-02,510957.08,129041.53,680735.66,2023-04-02,2023-07-20,Off Market,2023-08-13,2024-12-21,6,10,6,6,Carport,Tara Williams,31290,357441.46,Apartment,ON,https://smith.org/,For Sale,1977
4c43c655-f10c-4368-b8be-a2b7d7a5a11e,"1022 Jason Centers Apt. 530, Hernandezmouth, FL 90556",Peters LLC,Chicago,FR,Cook County,2021-07-08,2022-01-05,Fly lawyer car art center there.,kerr.com,7474.17,sq ft,"-38.023998, -134.829927",https://placeimg.com/803/754/any,-52.08251,Put month special determine whether process week.,122.763885,6226.14,sq ft,"Phillips, Johns and Walls","Hernandez, Strickland and Parker",2021-03-04,219266.94,424842.22,773342.71,2022-06-27,2020-08-18,For Sale,2024-03-10,2024-09-04,8,7,5,1,Driveway,John Campbell,08921,694531.11,Townhouse,CA,http://holloway.com/,Pending,2019
591bc4b1-1988-4200-8b8f-7e45453cff85,"994 Lisa Meadows, Amberborough, KY 48942",Price-Mann,Dallas,JP,Los Angeles County,2025-05-16,2021-12-12,Phone meeting he nation.,garcia-jones.com,2639.54,sq ft,"-54.92963, 104.97069",https://placekitten.com/972/469,10.204921,Property state response debate west husband life institution.,-89.10899,9261.0,sq ft,Diaz and Sons,"Dodson, Allen and King",2021-02-26,826264.84,511358.65,780126.81,2024-04-27,2025-04-12,Sold,2021-07-02,2022-06-29,7,7,10,8,None,Rebecca Owen,91055,364341.85,Land,TX,https://guerrero.com/,For Sale,1938
77977c0c-d09d-4eca-a0a1-c71c0ed0bb4a,"006 Tom Road Suite 399, North Kellytown, NC 79061",Anderson LLC,Chicago,AU,Los Angeles County,2024-11-06,2023-10-31,In agree tax similar open authority.,sanchez.info,8414.26,sq ft,"-32.270896, -7.569523",https://www.lorempixel.com/8/997,-76.222631,Son recent another several third else up.,161.723571,1368.76,sq ft,"Turner, Smith and Wheeler","Coleman, Walsh and Gonzales",2023-05-22,438926.32,894367.54,519309.18,2023-12-18,2022-03-18,Sold,2020-12-24,2023-04-23,4,1,5,1,Carport,Monique Baker,74344,452993.61,Single Family,ON,https://perry.com/,For Sale,1906
5d1b5528-1814-43d8-a1d9-86aa5517ba5a,"Unit 8405 Box 1484, DPO AE 46852",Smith and Sons,New York,JP,Cook County,2025-06-22,2020-12-23,Else concern plant environmental send cut fall concern.,conway.com,8811.83,sq ft,"40.913436, 51.390254",https://www.lorempixel.com/584/628,84.344372,Why Republican miss interesting.,-8.963974,7354.55,sq ft,Glenn-Khan,"Lopez, Young and Torres",2025-03-24,675450.84,401549.16,169787.77,2021-04-19,2020-11-10,For Sale,2022-03-31,2024-10-07,9,5,6,3,None,Lynn Mason,26552,213748.8,Land,BC,https://davis-west.net/,For Sale,1903
cf2d4094-d633-4031-a0a1-4a9e056527f8,"53034 Michelle Spur Suite 773, North Megan, NM 24286","Schmidt, Mckenzie and Sanchez",San Francisco,HK,Los Angeles County,2021-04-07,2020-09-18,Whether many notice wide often sing.,smith.com,4195.64,sq ft,"-3.883322, -18.826722",https://placeimg.com/894/862/any,65.163344,Which person listen easy.,-99.750709,9115.04,sq ft,Torres LLC,Morales Inc,2020-09-06,190671.08,659442.03,836663.31,2020-10-29,2023-09-12,Off Market,2022-07-23,2021-09-14,1,10,6,8,Garage,Scott Barrett,91909,506172.2,Multi-Family,ON,https://www.spence.com/,Pending,1946
ad71fd7c-8eba-4e36-9261-fabef506ebf2,"69353 Veronica Trail Suite 794, South Courtney, KY 15159",Smith Inc,Chicago,SG,San Diego County,2021-08-07,2021-09-13,Style future believe operation magazine.,smith.com,9536.07,sq ft,"30.26604, 71.695256",https://placeimg.com/793/240/any,65.178679,Tax act finally whom.,25.315861,8202.79,sq ft,Beck-Hicks,Stone Inc,2022-09-29,919783.28,196664.83,625326.92,2024-03-04,2024-09-05,Off Market,2024-07-17,2021-11-02,2,3,10,8,Street,Susan Hooper,41687,669186.16,Townhouse,QLD,http://garcia.com/,Pending,1991
394980e2-0b55-4877-80aa-523f246f33fc,"1349 Ruiz Knoll, New Shanemouth, VA 74769",Jones-Fischer,Dallas,AU,San Diego County,2021-03-18,2024-09-04,Make reflect win into debate simply.,holland.com,5983.02,sq ft,"86.18989, -119.81429",https://placekitten.com/65/38,62.574335,Challenge determine care part pretty reach.,-42.171769,4588.32,sq ft,"Richards, Lawson and Fields",Hudson-Avery,2024-06-15,767613.99,713004.63,526261.25,2022-07-28,2024-06-23,Off Market,2022-09-14,2023-12-11,4,2,1,10,Garage,Debra Booker,83557,998127.49,Townhouse,ON,http://www.davila.biz/,Pending,1925
a61da7ef-481a-4dfe-b92a-1c764c2fe809,"156 Chelsea Course Suite 409, Lake Staceybury, IA 22408",Edwards-Rodriguez,San Francisco,JP,Maricopa County,2024-11-30,2021-05-10,Page very present nice along example stop state.,woods-miller.net,4777.97,sq ft,"-72.904426, -24.9",https://www.lorempixel.com/587/786,49.106205,Idea keep chance decide talk media.,-133.184605,8957.82,sq ft,Horton PLC,Fitzgerald Ltd,2020-10-06,495317.37,834392.86,835936.07,2024-11-08,2025-02-17,Pending,2024-04-03,2022-08-22,8,8,3,3,Street,Crystal Reid,33139,519778.38,Townhouse,CA,https://brown-webb.com/,Pending,1914
71b8afc8-b706-4d4f-93ac-5a34b4b24511,"75894 Collins Common, Gonzalezfort, KS 37884",Hill LLC,Phoenix,UK,Cook County,2021-09-18,2025-03-23,Argue evidence material.,zuniga-delgado.com,5087.28,sq ft,"32.876831, -178.01113",https://www.lorempixel.com/226/217,55.631656,Sometimes learn detail author like among personal food.,-129.733943,1785.91,sq ft,Stephens PLC,Tucker PLC,2022-06-27,364306.09,781931.78,801434.23,2024-04-18,2025-01-05,Sold,2021-01-09,2022-11-23,7,9,5,8,Carport,Amanda Chan,51023,866210.4,Townhouse,BY,http://www.cuevas.biz/,For Sale,1976
4128aac4-22fd-4ff1-bbe7-32f2a7c250fe,"1556 Emily Wall Suite 792, Jasonstad, NM 31306",Young-Young,Phoenix,DE,San Diego County,2022-06-30,2023-05-30,Score fish drive which.,hodges-perkins.com,8723.59,sq ft,"-46.547224, 21.430742",https://www.lorempixel.com/405/66,45.470136,Though left reach eye kind president brother teacher.,91.691247,2106.55,sq ft,"Jensen, Mcdaniel and Gomez","Schneider, Jefferson and Berry",2020-10-15,874983.88,879476.12,85598.67,2025-04-13,2022-08-08,For Sale,2024-12-25,2022-10-18,3,8,8,9,None,Stephanie Dixon,98426,822266.33,Single Family,BY,http://wheeler.biz/,Sold,2017
9fac0298-03fc-4ec1-8abc-fa0e31a6dcd1,"8253 Church Islands, Saraborough, KS 05235","Hancock, Friedman and Fuentes",Los Angeles,UK,Cook County,2022-06-28,2021-12-30,Skin data against.,thompson-klein.com,732.88,sq ft,"86.190706, 124.650363",https://placekitten.com/514/938,-29.842837,Describe father gas whose range western start.,-126.199904,4752.61,sq ft,Welch PLC,Lee Ltd,2025-06-04,633784.22,996301.0,716249.6,2024-04-01,2023-10-08,Pending,2025-06-26,2024-02-24,4,8,9,10,Street,Jessica Mcdowell,05519,255320.58,Townhouse,CA,http://www.ramirez.com/,For Sale,2013
a5247a11-348a-4aeb-bf44-2cc9967ede69,"5254 Cantu Mission Suite 014, Ashleyville, NH 06334","Wise, Ortega and Johnson",Houston,UK,San Diego County,2022-04-27,2023-10-31,Maybe quality in build quite half office.,rivera-foster.com,2618.1,sq ft,"67.604284, 13.169986",https://placekitten.com/277/156,-36.328183,Itself less most.,-66.096161,1435.77,sq ft,"Skinner, Wheeler and Newman",Cross-Mclaughlin,2024-01-16,787744.45,32334.9,255708.51,2023-02-21,2021-02-03,For Sale,2023-11-06,2025-04-10,10,6,4,8,Carport,Patrick Jones,07118,989662.63,Condo,CA,http://stuart.com/,Sold,1984
b2e9da7d-8723-445f-b244-1ad614274b4b,"558 Phillips Wall, East Thomasside, PA 47820","Jordan, Garcia and Taylor",Los Angeles,US,San Diego County,2022-07-30,2023-12-20,Teacher why soldier edge a.,griffith.net,8168.62,sq ft,"22.884827, 106.937807",https://placekitten.com/618/971,18.893801,Value idea six whole cold writer.,51.638619,2889.45,sq ft,Gutierrez-Smith,"Morrow, Dudley and Myers",2022-05-10,772659.56,647338.13,474035.95,2024-10-17,2022-02-08,Sold,2021-06-19,2023-02-19,7,5,10,8,Driveway,Tammy Boone,31290,147167.32,Townhouse,BC,http://www.lester-crawford.com/,For Sale,1969
