id,address,apiURLs,assessedValues,brokers,buildingName,city,companies,congressionalDistrictHouse,country,county,countyFIPS,currentOwnerType,dateAdded,dateUpdated,deposits,descriptions,domains,estimatedPrices,features,fees,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,instrumentNumber,keys,languagesSpoken,latitude,leasingTerms,legalDescription,legalRange,listingName,longitude,lotSizeValue,lotSizeUnit,managedBy,mostRecentPriceAmount,mostRecentPriceDomain,mostRecentPriceSourceURL,mostRecentPriceDate,mostRecentPriceFirstDateSeen,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerEmails,mostRecentBrokerPhones,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceSourceURL.1,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentRentalPriceAmount,mostRecentRentalPricePeriod,mostRecentRentalPriceDomain,mostRecentRentalPricePerSquareFoot,mostRecentRentalPriceSourceURL,mostRecentRentalPriceDate,mostRecentRentalPriceFirstDateSeen,mostRecentEstimatedPriceAmount,mostRecentEstimatedPriceDomain,mostRecentEstimatedPricePerSquareFoot,mostRecentEstimatedPriceSourceURL,mostRecentEstimatedPriceDate,mostRecentEstimatedPriceFirstDateSeen,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mostRecentVacancy,mostRecentVacancyFirstDateSeen,mostRecentAbsenteeOwner,mostRecentAbsenteeOwnerFirstDateSeen,mostRecentInvoluntaryJudgement,mostRecentInvoluntaryLien,mostRecentInvoluntaryLienJudgementFirstDateSeen,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,numPeople,numRoom,numUnit,parking,paymentTypes,people,petPolicy,phones,postalCode,prices,propertyTaxes,propertyType,province,reviews,rules,subdivision,sourceURLs,statuses,taxID,transactions,yearBuilt
890dcecd-9b18-4b8a-9d02-e224c4b0dc9d,"881 Acevedo Hill, New Douglas, SD 16633",https://www.turner.com/,649.54,generation,Buchanan LLC,West Mandyfort,candidate,force,Cayman Islands,good,poor,religious,2023-01-14,2023-10-28,strategy,Range too clearly wait expect make.,https://holt.com/,660648,again,else,819.09,care,old,http://jackson.biz/,tax,example,Irish,-68.859477,manage,We best environmental role in risk office.,at,Smith-Steele,78.504767,2029.9,heavy,reduce,1953217,248024,169280,2024-10-18,2023-12-24,measure,east,chardy@example.org,(646)383-1192x705,2023-03-30,812742,1651495,427162,1331333,2023-10-26,2024-10-04,1023133,494323,1446471,797509,1768269,2023-04-30,2023-03-17,400489,1846893,282863,88992,2024-11-01,2025-05-29,Pending,2025-04-09,2023-10-09,this,2024-08-07,exactly,2024-02-04,kind,others,2024-01-21,why,budget,letter,word,term,thank,blood,us,worry,but,affect,stop,+1-692-984-4470x8710,45062,704839,9785.43,lead,hospital,entire,leader,level,http://www.tate.com/,Pending,85b8a105-db6c-46f0-be18-158eb023129f,sea,daughter
9b8b759d-dc37-43d2-9174-c3bdcdd313e8,"5782 French Circle, South Christine, IL 69072",http://rivera-bell.org/,4995.68,several,"Mccoy, Howard and Collins",South Lorimouth,land,exactly,Congo,send,fight,marriage,2023-08-03,2022-12-18,sit,Film culture start improve watch.,https://baker.info/,1309059,involve,visit,2095.21,black,into,http://www.davis.com/,line,quite,Kashmiri,-52.14387,material,Probably Congress political up none TV.,couple,"Mitchell, Williams and Frost",-165.782018,4214.69,despite,environment,1229083,537508,1601808,2023-04-09,2023-03-09,oil,lawyer,kmacias@example.org,381-860-9781,2025-03-11,274462,1691075,802656,99379,2024-04-07,2024-11-09,260701,642308,392615,1059535,1415522,2024-08-18,2023-07-31,1955719,611955,323963,1888231,2024-02-24,2024-11-02,Pending,2024-09-16,2022-12-22,material,2023-03-03,but,2022-09-16,community,lead,2022-09-13,fly,exactly,current,move,appear,real,we,note,eat,cover,prepare,mother,(314)944-1736,42016,1424851,9988.03,they,billion,both,choice,activity,https://www.harper.com/,Active,554ef6bd-58b9-4ad0-9e72-f7051f979756,east,onto
55a2247e-fc43-426e-9801-6960f0ef7b04,"826 Aaron Glens Apt. 551, Port Vanessa, WV 59695",http://www.lyons-perez.com/,2743.82,yourself,Young-Anderson,Port Jennifer,left,federal,Denmark,assume,general,describe,2024-07-09,2024-09-28,water,Campaign east challenge surface despite general.,https://www.chandler.biz/,1514223,on,cold,3582.61,air,voice,http://www.fletcher-watts.org/,suggest,action,Irish,-36.412306,game,Teach spend yes.,help,"Taylor, Rubio and Poole",62.748827,3118.89,real,last,448849,920683,138554,2023-11-15,2023-10-07,place,color,masseysarah@example.com,001-254-527-9361x5797,2025-05-21,1540570,1013579,1622030,636103,2024-04-05,2024-03-11,915474,138397,1516853,1738278,1500480,2023-06-13,2025-02-11,68392,396220,967107,1717352,2023-01-08,2023-12-07,Off Market,2024-03-02,2025-07-12,condition,2022-07-23,night,2024-01-25,western,public,2025-03-31,ability,attention,board,same,question,war,either,article,eat,forget,popular,something,001-216-667-4318,16015,163046,1284.07,new,attorney,current,less,onto,http://www.johnson.com/,Sold,b965b8d5-c24f-4d24-b1bf-84d98ff740e1,still,skill
3d08ec91-3e2a-4711-9bb2-2ad31bb6b433,"329 Blake Corners, East Jamesborough, PA 52256",http://www.mejia-rogers.com/,4364.52,coach,"Baker, Merritt and Moore",East Sierra,decade,security,Tajikistan,edge,at,glass,2024-06-30,2023-01-10,year,Authority training your lawyer structure professor.,https://www.fisher.info/,789326,interest,site,3802.74,north,should,http://gray-ross.info/,nearly,call,Corsican,75.394063,center,Begin suggest maintain possible.,determine,Campos Group,-138.50585,4930.96,beautiful,me,1682457,1791117,841123,2023-02-22,2023-03-26,tree,structure,robert05@example.net,(232)338-6798x1102,2023-04-13,79433,1652110,1306195,518179,2025-01-12,2025-03-09,434899,1403025,1481470,1883419,1390152,2025-03-16,2025-06-23,1009464,1265887,1836654,1984900,2024-04-06,2022-12-02,Off Market,2023-02-15,2023-03-08,young,2023-08-20,imagine,2023-11-09,major,vote,2023-10-15,miss,career,huge,interest,home,without,offer,reveal,lead,him,blue,visit,336.443.5157x28165,19688,779669,6692.52,resource,raise,appear,little,enter,http://www.campbell.com/,Active,6ec20ea7-205e-43d3-8a40-14b5d2c1cd25,occur,method
7d023a3e-eeee-4d03-aad9-37956151fc97,"80951 Barbara Islands, South Courtney, AZ 99151",http://www.diaz.com/,3440.08,money,"Williamson, Arellano and Rocha",Port Nicholasberg,simple,suggest,Georgia,east,human,sport,2025-04-11,2024-02-24,debate,Attorney world official yet wife tax nor.,https://owen.com/,1071041,suddenly,Mrs,939.59,cell,power,https://www.hernandez.com/,pass,statement,Kinyarwanda,12.405393,close,Human serve report blood there quickly.,team,Moore PLC,-61.697493,1745.43,behavior,both,649263,1085064,1905872,2023-06-05,2023-06-22,future,bad,daniel67@example.org,(461)982-9330x1706,2023-01-09,518637,1943217,1113941,60194,2023-05-06,2024-04-11,198153,1350227,920466,1944953,691302,2023-02-07,2024-12-01,1135491,1601477,365812,1186610,2023-11-21,2024-04-21,Pending,2023-02-28,2025-02-04,offer,2025-07-14,time,2024-06-12,able,early,2024-12-27,one,this,politics,happen,since,debate,day,yes,kitchen,conference,put,according,(642)836-8399x9339,73722,1025678,8942.06,section,owner,off,box,tell,https://www.smith.biz/,Off Market,088fa3b1-6bcb-4a74-b5a2-b3437ffc1dd7,design,rule
ba07caf8-312a-44a7-a0c7-2c909e710a6c,"07531 Lopez Keys Suite 797, East Lisa, MN 22623",https://gillespie.com/,2880.67,even,"Franklin, Garrett and Howe",Vasquezberg,record,compare,Azerbaijan,practice,modern,tree,2023-10-15,2022-08-20,since,Road tend must something director.,https://www.brown-burns.com/,969252,center,ask,2866.22,say,evening,http://johnson.biz/,else,office,Sanskrit,31.131481,service,Spring right year economic.,least,Fisher-Cook,-18.408255,1396.07,ability,go,1559134,1017024,243917,2022-12-03,2025-02-17,yourself,everything,mcabrera@example.com,782-315-7082,2024-08-17,1129870,1602682,1188795,381247,2024-05-27,2024-06-15,1488153,1755264,1162752,109769,631904,2023-03-22,2025-04-11,1642383,1377093,1426015,686379,2024-11-29,2022-08-09,Off Market,2024-10-12,2022-10-13,information,2024-12-26,six,2024-07-14,receive,property,2024-01-09,response,tax,always,southern,line,win,system,respond,west,create,seat,interest,001-722-469-7439,96425,1711211,3436.86,sound,time,push,beautiful,PM,http://mack.com/,Off Market,fe493f49-5e37-403d-a07c-4a2cf37c3f27,prove,fast
a2e0f5e5-6596-437d-add6-bd8f2678acec,"0195 Deleon Creek Suite 657, Kaylaside, KS 80163",http://www.moore-marshall.com/,458.33,hundred,"Raymond, Roberson and Harper",Lake Margaretview,ground,attorney,Czech Republic,individual,event,compare,2023-12-19,2024-03-04,natural,Technology book space happy prevent law.,http://www.carson.net/,72940,could,voice,1560.88,computer,grow,https://www.wright.info/,international,officer,Kikuyu,49.394871,data,Ground worker three.,international,"Hughes, Anderson and Sutton",55.518464,1060.09,various,design,733695,899254,1047779,2022-08-19,2024-01-10,just,owner,hwright@example.org,230-216-4015,2023-09-21,507787,490759,94543,689607,2023-05-11,2025-06-06,480366,258254,1414046,1312721,396305,2025-01-12,2023-12-13,1257655,1224292,1699373,1087108,2024-10-11,2023-10-27,Sold,2023-05-28,2023-10-18,suggest,2024-09-21,or,2024-01-26,reduce,really,2025-05-06,protect,cover,over,avoid,agent,pattern,should,for,moment,cause,technology,thank,(528)275-4179,62039,1495167,3729.84,rise,wall,property,clear,over,http://pierce.info/,Active,e6c1aa54-2d50-491e-b542-d755678cbeae,water,resource
d36774f5-d503-450f-b40e-210c7de2814f,"760 Cowan Junction Apt. 515, New Meganland, IA 90426",http://ramirez.com/,2258.18,indicate,"Massey, Porter and Salazar",Martinburgh,cause,night,Cayman Islands,audience,employee,suddenly,2023-05-11,2023-08-21,still,Create community west wonder.,https://www.mann.biz/,1892913,modern,front,475.0,design,large,https://www.leblanc.com/,teacher,yes,Hindi,-24.765006,a,Direction hot nothing feeling class hot.,forget,"Flores, Duncan and Solomon",-149.226224,2695.58,amount,I,596508,939501,324872,2022-09-26,2022-09-11,think,report,mary44@example.org,(771)265-2607x02615,2025-01-24,839462,1631156,1085600,1846658,2024-12-28,2023-04-27,1350011,743540,1318526,1424988,1891240,2024-02-23,2023-11-07,1316459,1867664,777996,611167,2023-12-29,2023-03-25,Active,2024-10-21,2023-10-29,manage,2024-10-11,particular,2024-06-17,share,itself,2023-10-20,every,wind,cause,interesting,reduce,whole,woman,consumer,attorney,writer,interview,pretty,+1-222-232-7066x56727,93268,562264,6324.0,maintain,employee,huge,paper,economic,http://www.mccann.com/,Active,3cb95a55-5bfd-4b95-a3a8-c555661f7eb6,believe,report
17e341d1-048f-41b5-a6c3-83ec2399b995,"8540 Evans Corner Suite 500, New Dominic, MS 22362",http://www.graham.info/,1002.16,back,"Miller, Roman and Young",Lake Cindy,appear,claim,Benin,big,hard,stop,2024-05-01,2024-01-11,determine,Environmental really office drop exist.,http://mcdonald.com/,772622,catch,instead,4732.09,lead,us,https://www.stout.com/,since,table,Italian,-12.996173,smile,Evening word third account stuff include break.,major,Harris and Sons,55.946339,1211.81,fear,play,1290001,267802,391621,2024-07-23,2023-07-03,west,produce,baguilar@example.net,202.383.8596,2022-08-31,1742314,868761,1635157,1114880,2023-08-17,2023-11-04,1159391,241949,132624,1636435,1721905,2025-05-10,2024-12-22,1691102,179976,1277767,385466,2023-06-21,2024-08-07,Sold,2025-02-03,2023-06-23,theory,2023-02-10,employee,2024-11-13,program,role,2023-10-07,brother,good,security,bit,final,event,even,deep,develop,visit,degree,certain,(957)943-5265x73074,63894,1880062,5857.06,yeah,strong,treat,city,heart,http://davis.com/,Pending,cce945c6-8d59-4491-96fa-1ba9a0ee16c4,only,political
04595d5f-aba5-4019-87c1-64ecb8526423,"828 Luke Path Suite 415, New Emily, VT 25604",https://www.gray.com/,4306.18,person,Pena Group,Carlborough,above,ready,Saint Helena,law,feel,apply,2022-11-26,2025-06-18,hope,Ready financial create final.,https://www.elliott.com/,1601876,its,seat,3517.72,not,sing,https://www.johnson-lopez.com/,keep,pull,Korean,6.941777,office,Mother institution well on.,can,Morales-Calhoun,-77.587966,3467.51,media,listen,417132,848817,1515911,2025-04-01,2023-05-06,safe,special,christinesantiago@example.net,(830)844-1281x566,2023-06-27,1494832,1880181,174819,1428769,2023-09-29,2024-05-20,381520,1724504,608891,1948336,1116568,2023-01-26,2025-04-03,117444,1172883,1520840,1898312,2024-04-11,2025-01-31,Sold,2024-08-19,2024-02-17,have,2024-08-05,really,2024-11-30,evening,month,2025-01-09,manage,machine,boy,at,share,present,participant,dog,main,safe,hope,husband,472.537.7651x02990,97658,456370,3111.63,organization,institution,always,present,foot,http://welch.biz/,Active,55d389ca-4a70-422b-86ac-9a0dfa86082e,hour,space
bed9a476-4037-494e-a1bd-a54087a6bf02,"157 Carpenter Canyon Apt. 343, Dennisstad, RI 15986",https://www.gardner.org/,2322.77,serious,"Good, Nunez and Wilson",Jonathanfort,career,even,Lao People's Democratic Republic,door,culture,down,2024-02-27,2024-11-09,former,Marriage entire section possible model ten energy.,http://www.ruiz.net/,379982,nearly,TV,575.92,feeling,television,https://johnson-sutton.biz/,instead,reflect,Spanish,73.062881,force,Prove huge fall assume bit learn knowledge.,available,Hines-Marshall,168.093435,519.6,audience,political,51409,836301,359734,2025-06-05,2025-02-15,thousand,government,psmith@example.net,479-791-2986x789,2023-04-03,558137,955020,1730037,1508550,2023-09-25,2023-01-19,622181,1345142,1019858,327412,1602978,2022-10-06,2022-12-06,759040,1449620,1303623,981690,2023-03-08,2024-08-29,Sold,2022-11-01,2025-04-04,result,2023-09-07,eight,2023-09-02,true,society,2023-10-06,until,form,development,significant,affect,life,wear,provide,know,short,wish,decision,001-751-842-8350x747,65187,311637,519.76,federal,miss,current,recently,rate,http://kent.org/,Active,c55a2c91-a98f-4181-af76-e828ccd2709e,fine,bad
2782c9a9-54e3-41dd-9940-bcd846f74bec,"08420 Stephen Passage, Port Patrickchester, NJ 56264",https://www.king.com/,948.92,such,Rivera-Irwin,Fletchertown,daughter,recent,Western Sahara,keep,break,space,2024-07-03,2022-08-01,name,Certain again school set our.,https://hernandez.net/,1352080,and,believe,3171.54,rich,defense,http://www.rodriguez.net/,official,finish,Slovak,-80.340666,media,Minute magazine if house apply history.,grow,Brooks-Johnson,-170.123442,4831.32,structure,performance,1817746,1554997,411726,2025-02-01,2025-05-05,key,foreign,ninahughes@example.net,723-226-6169x100,2022-12-07,1946449,1343887,983632,1226863,2023-01-23,2024-05-21,301198,614394,731058,1737395,1203114,2024-06-04,2023-02-05,1048025,1906203,771453,1709436,2022-12-23,2024-06-12,Active,2022-11-02,2022-08-22,page,2023-07-31,play,2023-10-27,before,rest,2024-01-07,onto,investment,choice,try,suggest,media,million,region,color,meet,from,food,(883)342-1094,55775,478085,3218.26,threat,attack,occur,economy,land,http://www.smith.net/,Active,a18db126-2255-4255-8dbc-e7c6b364d90e,unit,research
