id,address,apiURLs,assessedValues,brokers,buildingName,city,companies,congressionalDistrictHouse,country,county,countyFIPS,currentOwnerType,dateAdded,dateUpdated,deposits,descriptions,domains,estimatedPrices,features,fees,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,instrumentNumber,keys,languagesSpoken,latitude,leasingTerms,legalDescription,legalRange,listingName,longitude,lotSizeValue,lotSizeUnit,managedBy,mostRecentPriceAmount,mostRecentPriceDomain,mostRecentPriceSourceURL,mostRecentPriceDate,mostRecentPriceFirstDateSeen,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerEmails,mostRecentBrokerPhones,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceSourceURL.1,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentRentalPriceAmount,mostRecentRentalPricePeriod,mostRecentRentalPriceDomain,mostRecentRentalPricePerSquareFoot,mostRecentRentalPriceSourceURL,mostRecentRentalPriceDate,mostRecentRentalPriceFirstDateSeen,mostRecentEstimatedPriceAmount,mostRecentEstimatedPriceDomain,mostRecentEstimatedPricePerSquareFoot,mostRecentEstimatedPriceSourceURL,mostRecentEstimatedPriceDate,mostRecentEstimatedPriceFirstDateSeen,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mostRecentVacancy,mostRecentVacancyFirstDateSeen,mostRecentAbsenteeOwner,mostRecentAbsenteeOwnerFirstDateSeen,mostRecentInvoluntaryJudgement,mostRecentInvoluntaryLien,mostRecentInvoluntaryLienJudgementFirstDateSeen,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,numPeople,numRoom,numUnit,parking,paymentTypes,people,petPolicy,phones,postalCode,prices,propertyTaxes,propertyType,province,reviews,rules,subdivision,sourceURLs,statuses,taxID,transactions,yearBuilt
5f39519f-23b0-45c1-9,370 Randy Run,,,,,South Melissa,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,TX,,,,http://delacruz.net/,,,,1945
9e44b79e-064e-483c-b,1113 Lindsey Greens,,,,,Lake Stephanie,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,KS,,,,http://www.estrada.net/,,,,1998
227d12a2-eac2-4557-a,3631 Jennifer Mountains Suite 427,,,,,Oliviabury,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,MT,,,,http://www.warren-palmer.com/,,,,1957
619288eb-05fd-442e-8,6543 Laura Lock Suite 816,,,,,Millerstad,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,GA,,,,http://www.mclean-jackson.net/,,,,1959
9a6907ac-12dc-45b8-8,89090 Michael Plains Apt. 607,,,,,Jeffreyfurt,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,MT,,,,http://carter.com/,,,,1991
742d6f51-d37f-48ab-b,5500 James Route Apt. 836,,,,,East Lindaburgh,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,PA,,,,https://thompson.biz/,,,,1991
3c65c9b7-b770-4441-a,5739 Hale Parks Suite 531,,,,,North Jeffreyshire,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,NH,,,,https://owens.com/,,,,1912
49963858-454c-4186-a,47979 Campbell Gardens,,,,,Lake Douglasshire,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,PA,,,,https://www.hamilton-bray.net/,,,,1968
c0e4ea65-12c1-4f21-9,82682 Patterson Unions,,,,,Danieltown,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,RI,,,,https://ortiz.com/,,,,2017
bbe8e2e5-179a-4f34-a,71586 Darren Walks Apt. 103,,,,,Swansonstad,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,TN,,,,https://white.com/,,,,1998
3c4aa783-02c5-4827-9,11598 Deleon Court Apt. 835,,,,,Jamesport,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,UT,,,,https://www.reynolds.com/,,,,1973
cc656b87-b1df-487b-b,371 Laura Points Suite 939,,,,,Lake Ashleystad,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,KY,,,,http://lee.info/,,,,1901
f9472150-f325-4113-8,161 Lyons Hollow,,,,,East Tyler,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,HI,,,,http://johnson-foley.com/,,,,1982
794bb2b6-a0d9-4a73-9,46179 Rodriguez Meadow Apt. 948,,,,,Jacksonmouth,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,ID,,,,http://payne.com/,,,,1906
384efd77-cf00-4590-8,5973 Susan Radial Suite 741,,,,,South Carlos,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,NV,,,,http://www.fitzgerald.com/,,,,1954
729b439d-d3b9-4b46-a,61727 Jacqueline Lock Suite 954,,,,,Lake Jenniferberg,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,KY,,,,http://www.brown.com/,,,,1921
69d4260b-deb0-40c2-a,0239 Jeremy Mountains,,,,,Karahaven,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,MS,,,,http://buchanan.net/,,,,1985
ccbd63ca-e593-44ee-a,9511 Jenna Fort,,,,,East Maria,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,WY,,,,http://www.williams.org/,,,,1968
f49a3bc3-718d-48cf-b,1736 Ramos Streets Suite 717,,,,,Shortchester,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,VT,,,,http://www.reese.org/,,,,1930
7b8da986-273f-4776-8,409 Michelle Key,,,,,South Tracy,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,CT,,,,https://www.williams.com/,,,,1940
e1e0f686-304f-4a28-9,05139 Laura Brooks Suite 926,,,,,East Michaelfort,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,PA,,,,http://www.ward.net/,,,,1945
65e47adf-8ee2-4091-9,871 Anderson Branch Suite 707,,,,,New Michaelview,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,ID,,,,https://watts.net/,,,,1920
0496db68-0b6d-45a5-b,5060 Frank Walk Suite 728,,,,,East Kimberlyfurt,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,KS,,,,http://www.herman.org/,,,,1944
a9755fcb-ecdb-45b4-9,7484 Deborah Glen Suite 616,,,,,New Cole,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,ID,,,,http://wolfe.org/,,,,1964
d9435f51-f6c7-4a46-8,60922 Smith Harbor,,,,,Wrighthaven,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,LA,,,,http://wilson.com/,,,,1986
f95c7d6b-b08e-4806-b,3569 Brown Pike Apt. 329,,,,,Carterfurt,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,LA,,,,https://www.ford-crawford.info/,,,,1969
01a3b5dd-59eb-4ccb-b,432 Jensen Drives,,,,,Michaelport,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,NM,,,,https://www.brock-ruiz.org/,,,,2008
abb1edbe-40cf-4b12-8,3048 Phillips Unions,,,,,Port Stevenshire,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,NC,,,,http://www.gentry.com/,,,,2022
3addacd5-2751-4c29-9,8108 Jenna Trafficway,,,,,Alexanderville,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,NE,,,,http://hayes.org/,,,,1930
4adafe2f-c10c-455e-9,921 Glenn Roads Apt. 219,,,,,West Katie,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,MD,,,,https://browning.com/,,,,1980
6b7eb9f6-19c1-4ec0-9,44978 Joseph Cliffs Apt. 989,,,,,Port Rachelbury,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,MA,,,,http://davis.com/,,,,1913
d1f2b7b3-4173-43ca-b,94160 Edwards Ferry,,,,,North Nataliehaven,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,GA,,,,https://brooks.com/,,,,1949
e188572f-e3f9-41e6-9,6622 Toni Springs,,,,,Johnsonchester,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,GA,,,,http://www.pugh.com/,,,,1986
942113c6-61b6-42a3-b,813 Sara Club Suite 643,,,,,Andersenburgh,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,NJ,,,,https://klein.com/,,,,1978
72b813be-bbc7-4eae-a,04871 Archer Light,,,,,East Stevenstad,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,DC,,,,http://www.hobbs.org/,,,,1992
e61caec1-6bbd-4040-8,54174 Brooks Spurs Apt. 231,,,,,Wendyberg,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,MT,,,,https://sosa.com/,,,,2022
0310c467-d967-4ed8-9,9820 Williams Hollow Apt. 721,,,,,Adammouth,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,AR,,,,https://www.cervantes-evans.com/,,,,1968
86d99945-dbf8-4249-8,14247 Owens Meadow,,,,,Evansburgh,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,SD,,,,http://washington.com/,,,,1969
e3466156-5b09-4311-8,9851 Lisa Village,,,,,North Andreaport,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,IA,,,,http://jackson.com/,,,,1963
d27b88bd-6702-4145-b,9677 Laura Spurs,,,,,Lake Markshire,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,SC,,,,https://www.david.com/,,,,2008
02a0ffa5-cb36-4827-b,2811 Lisa Manors,,,,,Rogersland,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,CO,,,,http://douglas.com/,,,,1981
6a6b1cfe-54b0-42ef-9,52213 Orozco Estate Apt. 061,,,,,East Michellestad,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,OR,,,,https://cortez-vega.com/,,,,1968
d7e91557-1611-4797-9,351 Smith Viaduct Suite 846,,,,,West Caitlin,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,IN,,,,http://www.bowman.biz/,,,,1985
04bf9b23-c30e-481e-8,9101 Michele Knolls,,,,,Weeksville,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,KY,,,,http://www.vargas.com/,,,,1923
5ad06235-2a6c-4728-a,499 Curtis Circle Suite 772,,,,,West Kathleenfort,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,TN,,,,https://henderson.com/,,,,1928
329c33be-1307-410a-a,87200 Jennifer Villages,,,,,South Victoriachester,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,House,OK,,,,https://quinn.com/,,,,1933
4098a323-b52c-4985-9,02654 Evans Harbors,,,,,Jacksonstad,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,ND,,,,https://www.allison.com/,,,,1923
7fbd579f-a4f8-4b78-a,7554 Shawn Views Suite 482,,,,,South Karen,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,ID,,,,https://williams-herrera.info/,,,,1994
6413faf4-9031-49d1-8,61250 Keith Wall Apt. 213,,,,,Aprilhaven,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,MD,,,,http://park-gilbert.org/,,,,2016
6453a5d2-15f7-4b1d-b,99301 Jared Course,,,,,Andreaville,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apartment,DC,,,,https://www.hale-bush.com/,,,,1983
ba555fe6-45d0-4dab-a,97183 Miller Springs,,,,,Janetchester,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,MN,,,,https://wolfe-russell.org/,,,,1935
9e47047e-7d29-443e-9,17741 Mann Spring Apt. 415,,,,,South Donaldside,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building,WV,,,,http://www.ellis-boyd.info/,,,,1942
de0ab37f-91e5-4f07-a,4440 Murphy Springs Apt. 109,,,,,Wilsonmouth,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,NV,,,,http://chavez.com/,,,,1926
258a0a71-aef0-48a7-b,43396 Thompson Viaduct,,,,,Jamesborough,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,IA,,,,https://wright.com/,,,,1997
21dadc77-39de-4036-b,4008 Smith Radial,,,,,Melissamouth,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condo,DC,,,,https://johnson.com/,,,,1987
